37,13,2,NaN,1,452109,1137,0.628272088319348,88000,75,0.682297110897674,346609,877,0.619143388283045,0,0,0
37,13,2,NaN,2,452109,950,0.68087999254651,88238,72,0.699615631708172,346609,869,0.671791789513599,0,0,0
37,13,2,NaN,3,452112,692,0.699801854560426,87762,67,0.713560440918278,346610,667,0.694416413180764,0,0,0
37,13,2,NaN,4,452107,440,0.713821835165185,88000,75,0.728624044939208,346609,447,0.709167740910228,0,0,0
37,13,2,NaN,5,452109,411,0.728736963280386,88000,60,0.747790840761828,346609,346,0.723068300974158,0,0,0
37,13,2,NaN,6,452109,583,0.793480247677448,88000,100,0.817334767719065,346609,506,0.784683995998906,0,0,0
37,14,2,NaN,1,452109,1447,0.628272088319348,88000,55,0.682297110897674,346609,1104,0.619143388283045,0,0,0
37,14,2,NaN,2,452109,1077,0.68087999254651,88238,68,0.699615631708172,346609,1056,0.671791789513599,0,0,0
37,14,2,NaN,3,452112,719,0.699801854560426,87762,55,0.713560440918278,346610,743,0.694416413180764,0,0,0
37,14,2,NaN,4,452107,444,0.713821835165185,88000,38,0.728624044939208,346609,470,0.709167740910228,0,0,0
37,14,2,NaN,5,452109,378,0.728736963280386,88000,24,0.747790840761828,346609,358,0.723068300974158,0,0,0
37,14,2,NaN,6,452109,541,0.793480247677448,88000,28,0.817334767719065,346609,573,0.784683995998906,0,0,0
37,15,2,NaN,1,452109,1223,0.628272088319348,88000,57,0.682297110897674,346609,964,0.619143388283045,0,0,0
37,15,2,NaN,2,452109,916,0.68087999254651,88238,51,0.699615631708172,346609,860,0.671791789513599,0,0,0
37,15,2,NaN,3,452112,610,0.699801854560426,87762,49,0.713560440918278,346610,634,0.694416413180764,0,0,0
37,15,2,NaN,4,452107,378,0.713821835165185,88000,36,0.728624044939208,346609,390,0.709167740910228,0,0,0
37,15,2,NaN,5,452109,325,0.728736963280386,88000,29,0.747790840761828,346609,299,0.723068300974158,0,0,0
37,15,2,NaN,6,452109,462,0.793480247677448,88000,38,0.817334767719065,346609,470,0.784683995998906,0,0,0
37,25,1,0,1,452109,214,0.628272088319348,88000,71,0.682297110897674,346609,168,0.619143388283045,0,0,0
37,25,1,0,2,452109,241,0.68087999254651,88238,73,0.699615631708172,346609,161,0.671791789513599,0,0,0
37,25,1,0,3,452112,303,0.699801854560426,87762,66,0.713560440918278,346610,213,0.694416413180764,0,0,0
37,25,1,0,4,452107,331,0.713821835165185,88000,76,0.728624044939208,346609,242,0.709167740910228,0,0,0
37,25,1,0,5,452109,299,0.728736963280386,88000,91,0.747790840761828,346609,219,0.723068300974158,0,0,0
37,25,1,0,6,452109,380,0.793480247677448,88000,142,0.817334767719065,346609,195,0.784683995998906,0,0,0
37,26,1,0,1,452109,238,0.628272088319348,88000,56,0.682297110897674,346609,182,0.619143388283045,0,0,0
37,26,1,0,2,452109,245,0.68087999254651,88238,55,0.699615631708172,346609,183,0.671791789513599,0,0,0
37,26,1,0,3,452112,276,0.699801854560426,87762,59,0.713560440918278,346610,221,0.694416413180764,0,0,0
37,26,1,0,4,452107,285,0.713821835165185,88000,62,0.728624044939208,346609,202,0.709167740910228,0,0,0
37,26,1,0,5,452109,309,0.728736963280386,88000,93,0.747790840761828,346609,219,0.723068300974158,0,0,0
37,26,1,0,6,452109,397,0.793480247677448,88000,137,0.817334767719065,346609,208,0.784683995998906,0,0,0
37,37,1,1,1,452109,264,0.628272088319348,88000,33,0.682297110897674,346609,206,0.619143388283045,0,0,0
37,37,1,1,2,452109,257,0.68087999254651,88238,38,0.699615631708172,346609,207,0.671791789513599,0,0,0
37,37,1,1,3,452112,219,0.699801854560426,87762,30,0.713560440918278,346610,200,0.694416413180764,0,0,0
37,37,1,1,4,452107,196,0.713821835165185,88000,41,0.728624044939208,346609,163,0.709167740910228,0,0,0
37,37,1,1,5,452109,205,0.728736963280386,88000,34,0.747790840761828,346609,151,0.723068300974158,0,0,0
37,37,1,1,6,452109,220,0.793480247677448,88000,35,0.817334767719065,346609,188,0.784683995998906,0,0,0
37,38,1,1,1,452109,218,0.628272088319348,88000,36,0.682297110897674,346609,176,0.619143388283045,0,0,0
37,38,1,1,2,452109,212,0.68087999254651,88238,51,0.699615631708172,346609,173,0.671791789513599,0,0,0
37,38,1,1,3,452112,210,0.699801854560426,87762,47,0.713560440918278,346610,153,0.694416413180764,0,0,0
37,38,1,1,4,452107,197,0.713821835165185,88000,53,0.728624044939208,346609,148,0.709167740910228,0,0,0
37,38,1,1,5,452109,194,0.728736963280386,88000,51,0.747790840761828,346609,135,0.723068300974158,0,0,0
37,38,1,1,6,452109,216,0.793480247677448,88000,50,0.817334767719065,346609,147,0.784683995998906,0,0,0
37,39,1,1,1,452109,277,0.628272088319348,88000,33,0.682297110897674,346609,207,0.619143388283045,0,0,0
37,39,1,1,2,452109,253,0.68087999254651,88238,49,0.699615631708172,346609,229,0.671791789513599,0,0,0
37,39,1,1,3,452112,217,0.699801854560426,87762,63,0.713560440918278,346610,167,0.694416413180764,0,0,0
